state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description
uttar pradesh,DLF Mall of India,28.5673409,77.3211303,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,55,"DLF Mall of India is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Rashtriya Dalit Prerna Sthal and Green Garden,28.5678724,77.3113144,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,74,"Rashtriya Dalit Prerna Sthal and Green Garden is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Snow World ,28.5670716,77.321134,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,90,"Snow World  is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover"
uttar pradesh,KidZania,28.5647843,77.3220308,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.6,65,"KidZania is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover"
uttar pradesh,ISKON temple,28.5891805,77.3532039,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,96,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Okhla Bird Sanctuary,28.5593695,77.309886,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.3,55,"Okhla Bird Sanctuary is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover"
uttar pradesh,Aligarh Fort,27.9305608,78.0630535,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.1,62,"Aligarh Fort is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Aligarh's clock tower,27.8955566,78.0739677,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,99,"Aligarh's clock tower is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Chacha Nehru Gyan Pushp museum,27.9112617,78.0673061,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,3.6,88,"Chacha Nehru Gyan Pushp museum is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Rajmangal Publishers ,27.9088506,78.1070889,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,84,"Rajmangal Publishers  is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Maulana Azad Library,27.9119918,78.0751391,"cultural & heritage sites, arts, science & literature attractions",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,92,"Maulana Azad Library is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Jama Masjid ,27.9074375,78.0721875,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,3.8,98,"Jama Masjid  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Khereshwar Temple,27.8974327,78.0880665,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,69,"Khereshwar Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Naqvi Park ,27.9025224,78.0735455,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.5,69,"Naqvi Park  is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover"
uttar pradesh,Sky High sky-diving drop zone,27.8973944,78.0880129,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",low,summer,4.4,57,"Sky High sky-diving drop zone is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover"
uttar pradesh,Augarnath Temple,28.9968175,77.6911618,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,59,"Augarnath Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Hastinapur,29.1568812,77.9938497,"sightseeing & exploration, cultural & heritage sites",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.5,73,"Hastinapur is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Digambar Jain Temple,29.1520696,77.7790471,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,67,"Digambar Jain Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Gandhi Bagh,29.0073395,77.7027737,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.3,78,"Gandhi Bagh is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Mustafa Castle,28.9966751,77.6958551,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.7,95,"Mustafa Castle is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
uttar pradesh,Saint John's Church,29.0127484,77.7085277,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,91,"Saint John's Church is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Abu Lane market,28.9963119,77.7020502,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,63,"Abu Lane market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Sadar market,28.9940471,77.7008509,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.6,56,"Sadar market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,The Shopprix mall,28.9484829,77.6753675,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.8,80,"The Shopprix mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Shapir ki Dargah,28.9844618,77.7064137,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,71,"Shapir ki Dargah is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Suraj Kund Temple,28.9770744,77.7148038,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,91,"Suraj Kund Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Allen Forest Zoo,26.5028694,80.3031232,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.7,67,"Allen Forest Zoo is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover"
uttar pradesh,Ram Janki Mandir,26.449923,80.3318736,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,50,"Ram Janki Mandir is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Sisamau Bazaar,26.4686173,80.3247923,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,96,"Sisamau Bazaar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Kanpur Sangrahalaya museum,26.4715334,80.3610849,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,89,"Kanpur Sangrahalaya museum is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Becon Ganj,26.4679038,80.3411542,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,93,"Becon Ganj is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,ISKON temple,26.5392422,80.2618033,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,75,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Jain Glass Temple,26.4672925,80.352937,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,79,"Jain Glass Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,Valmiki Ashram temple,26.5969791,80.2709045,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.6,91,"Valmiki Ashram temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers"
uttar pradesh,PPN market,26.4748119,80.3434167,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,63,"PPN market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Moti Mall,26.4812268,80.2999996,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,86,"Moti Mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,sweets at Civil Lines,26.4750346,80.3532749,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,85,"sweets at Civil Lines is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
uttar pradesh,Z-Square mall,26.4732721,80.352673,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,83,"Z-Square mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists"
jammu and kashmir,Dal Lake,34.1105857,74.8682569,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.6,59,"Dal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Shankaracharya Temple,34.0789218,74.8437241,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.8,57,"Shankaracharya Temple is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers"
jammu and kashmir,Shopping at Lal Chowk,34.0713272,74.8106242,shopping & markets,North,city,"exploration,local experience",low,All,4.4,90,"Shopping at Lal Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists"
jammu and kashmir,Shopping at Badshah Chowk,34.0725231,74.8090733,shopping & markets,North,city,"exploration,local experience",low,All,4.4,52,"Shopping at Badshah Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists"
jammu and kashmir,Indira Gandhi Memorial Tulip Garden,34.0960382,74.8784422,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,95,"Indira Gandhi Memorial Tulip Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Manasabal Lake,34.2471776,74.6707823,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,53,"Manasabal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Hazratbal Mosque,34.1289329,74.8424909,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,79,"Hazratbal Mosque is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers"
jammu and kashmir,"Rafting , Gondola ride at Sonmarg",34.3031616,75.293111,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.8,65,"Rafting , Gondola ride at Sonmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover"
jammu and kashmir,Skiing in Gulmarg,34.0483704,74.3804791,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",high,summer,4.5,74,"Skiing in Gulmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover"
jammu and kashmir,Chashme Shahi Garden,34.0860292,74.8877689,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66,"Chashme Shahi Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Shalimar Bagh,34.1495248,74.8729246,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,90,"Shalimar Bagh is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Dachigam National Park,34.1371836,75.03775,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",high,winter,3.8,52,"Dachigam National Park is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Betaab Valley ,34.0540604,75.3638888,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,53,"Betaab Valley  is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Aru Valley  For daring expeditions ,34.0921618,75.2632189,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.7,91,"Aru Valley  For daring expeditions  is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover"
jammu and kashmir,Sinthan top,33.5811029,75.5102349,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,98,"Sinthan top is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Pari mahal,34.0811939,74.877152,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.8,64,"Pari mahal is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir,Doodh Pathri,33.8508928,74.5630486,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,97,"Doodh Pathri is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover"
jammu and kashmir, Jamia Masjid Mosque ,53.3574109,-1.4819864,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,90," Jamia Masjid Mosque  is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers"
jammu and kashmir,Chandanwari,34.0144741,75.3186241,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.2,99,"Chandanwari is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover"
jammu and kashmir,Vaishno Devi,33.0308295,74.9490416,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,63,"Vaishno Devi is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Pangong Tso,33.7595131,78.6674404,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,72,"Pangong Tso is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Hemis National Park,33.7187211,77.3882224,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,99,"Hemis National Park is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Hunder  Try Bactrian Camel Safari,34.5752836,77.4988753,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,72,"Hunder  Try Bactrian Camel Safari is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover"
ladakh,Khardungla Pass  Visit Highest Cafeteria In The World,34.2787271,77.6046756,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,80,"Khardungla Pass  Visit Highest Cafeteria In The World is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover"
ladakh,Zanskar Valley Tour,33.562562,76.987755,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,70,"Zanskar Valley Tour is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Spituk Gompa Trek,34.1260631,77.5258614,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.0,61,"Spituk Gompa Trek is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Lamayuru  For Stargazing,34.1525864,77.5770535,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.0,82,"Lamayuru  For Stargazing is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Chadar Trek ,34.1448306,77.5643291,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.5,74,"Chadar Trek  is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover"
ladakh,Drang Drung Glacier ,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,61,"Drang Drung Glacier  is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.7,62,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Shanti Stupa,34.1736196,77.5749988,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,79,"Shanti Stupa is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.6,79,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Zorawar Fort,34.1581389,77.5698889,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",high,winter,4.6,83,"Zorawar Fort is a heritage destination in ladakh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
ladakh,Changthang Wildlife Sanctuary,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,56,"Changthang Wildlife Sanctuary is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Hall Of Fame,34.09,77.35,"arts, science & literature attractions",North,city,"exploration,local experience",low,All,4.8,63,"Hall Of Fame is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Stok Palace Museum,34.0730019,77.5486221,"arts, science & literature attractions",North,city,"exploration,local experience",medium,All,4.7,54,"Stok Palace Museum is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Nubra Valley,34.6863146,77.567288,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,50,"Nubra Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Tso Moriri lake,32.9112291,78.3159411,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66,"Tso Moriri lake is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Magnetic hill,46.134658,-64.888516,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.2,51,"Magnetic hill is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Chemrey Monastery,33.9590905,77.7890953,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.3,95,"Chemrey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Namgyal Tsemo Monastery,34.1672727,77.590485,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,89,"Namgyal Tsemo Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Thiksey Monastery,34.0559137,77.6677625,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,51,"Thiksey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Drass Valley,34.4100265,75.6602598,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,93,"Drass Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Kargil War Memorial,34.4340036,75.8076814,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",low,winter,4.8,91,"Kargil War Memorial is a heritage destination in ladakh known for culture,forts,shopping,history. It is ideal for history and culture lovers"
ladakh,Yarab Tso,34.1514265,77.572562,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,59,"Yarab Tso is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover"
ladakh,Panamik village,34.7983858,77.5246795,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.6,77,"Panamik village is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists"
ladakh,Samstanling Monastery,34.36,77.42,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.9,95,"Samstanling Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
ladakh,Diskit Monastery,34.5409579,77.5606881,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,53,"Diskit Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers"
west bengal,Tiger Hill,26.9966667,88.2944444,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",low,winter,4.5,80,"Tiger Hill is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Darjeeling Toy Train,27.0410218,88.2662745,"adventure & outdoor activities,sightseeing & exploration",East,adventure,"trekking,rafting,paragliding",high,summer,4.8,72,"Darjeeling Toy Train is a adventure destination in west bengal known for trekking,rafting,paragliding. It is ideal for adventure lover"
west bengal,Darjeeling Ropeway ,27.0614867,88.2537138,"adventure & outdoor activities,sightseeing & exploration",East,adventure,"trekking,rafting,paragliding",medium,summer,5.0,53,"Darjeeling Ropeway  is a adventure destination in west bengal known for trekking,rafting,paragliding. It is ideal for adventure lover"
west bengal,Chowk Bazaar,23.2587841,77.4016401,shopping & markets,East,city,"exploration,local experience",low,All,4.8,58,"Chowk Bazaar is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop)",27.330132,88.15141804,"arts, science & literature attractions",East,city,"exploration,local experience",luxury,All,4.9,81,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop) is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Darjeeling Rock garden,27.0262862,88.236347,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",low,winter,5.0,52,"Darjeeling Rock garden is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,"Singalila National Park(camping, bird watching)",27.0371351,88.0762233,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",low,winter,4.7,89,"Singalila National Park(camping, bird watching) is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Kanchenjunga peak,27.7024914,88.147535,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",low,winter,4.9,54,"Kanchenjunga peak is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Sandakphu trek,26.9930536,88.1203558,adventure & outdoor activities,East,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,51,"Sandakphu trek is a adventure destination in west bengal known for trekking,rafting,paragliding. It is ideal for adventure lover"
west bengal,Teesta river(rafting),26.57695557,89.01279803,"adventure & outdoor activities, natural landscapes & wildlife",East,adventure,"trekking,rafting,paragliding",luxury,summer,5.0,74,"Teesta river(rafting) is a adventure destination in west bengal known for trekking,rafting,paragliding. It is ideal for adventure lover"
west bengal,Happy valley tea estate,27.051391,88.258613,sightseeing & exploration,East,city,"exploration,local experience",medium,All,4.9,60,"Happy valley tea estate is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Lamhatta Eco Park,27.0548913,88.3526049,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",low,winter,4.7,68,"Lamhatta Eco Park is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Lepchajagat village,27.0127838,88.1992421,sightseeing & exploration,East,city,"exploration,local experience",low,All,4.2,72,"Lepchajagat village is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Mahakal temple,23.182905,75.768291,religious & spiritual pilgrimages,East,religious,"temple,spiritual,peace",low,all,4.8,66,"Mahakal temple is a religious destination in west bengal known for temple,spiritual,peace. It is ideal for spiritual seekers"
west bengal,Everest museum,27.9881206,86.9249751,"arts, science & literature attractions",East,city,"exploration,local experience",low,All,4.9,67,"Everest museum is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Ring Mall,27.0397,88.2648,shopping & markets,East,city,"exploration,local experience",low,All,4.5,63,"Ring Mall is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Padmaja Naidu zoological park,27.0586099,88.254405,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",medium,winter,4.5,59,"Padmaja Naidu zoological park is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Nightingale park,27.0537,88.2601,sightseeing & exploration,East,city,"exploration,local experience",low,All,4.9,79,"Nightingale park is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Dali Monastery,27.0237303,88.2547445,religious & spiritual pilgrimages,East,religious,"temple,spiritual,peace",low,all,4.3,88,"Dali Monastery is a religious destination in west bengal known for temple,spiritual,peace. It is ideal for spiritual seekers"
west bengal,Ghoom monastery market,27.0008384,88.2436844,shopping & markets,East,city,"exploration,local experience",low,All,4.4,80,"Ghoom monastery market is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Teesta bazaar,27.0662177,88.4246364,shopping & markets,East,city,"exploration,local experience",low,All,4.4,77,"Teesta bazaar is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Mall road,27.2,88.15,shopping & markets,East,city,"exploration,local experience",low,All,4.9,94,"Mall road is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Jaldapara National Park,26.6905136,89.2805351,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",high,winter,4.4,52,"Jaldapara National Park is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Salugara monastery,26.7670442,88.4452226,religious & spiritual pilgrimages,East,religious,"temple,spiritual,peace",low,all,4.6,83,"Salugara monastery is a religious destination in west bengal known for temple,spiritual,peace. It is ideal for spiritual seekers"
west bengal,ISKON temple,26.729,88.4433,religious & spiritual pilgrimages,East,religious,"temple,spiritual,peace",low,all,4.4,76,"ISKON temple is a religious destination in west bengal known for temple,spiritual,peace. It is ideal for spiritual seekers"
west bengal,Mahananda Wildlife Sanctuary,26.7961932,88.3630076,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",luxury,winter,4.4,94,"Mahananda Wildlife Sanctuary is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Hong Kong market,22.3193039,114.1693611,shopping & markets,East,city,"exploration,local experience",low,All,4.4,72,"Hong Kong market is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,North Bengal Science centre,26.7230488,88.3868987,"arts, science & literature attractions",East,city,"exploration,local experience",medium,All,4.3,91,"North Bengal Science centre is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Sepoy Dhura Tea garden,26.8372379,88.3457906,sightseeing & exploration,East,city,"exploration,local experience",low,All,4.2,78,"Sepoy Dhura Tea garden is a city destination in west bengal known for exploration,local experience. It is ideal for explorers and tourists"
west bengal,Sundarbans National Park,21.8842354,88.8853765,natural landscapes & wildlife,East,wildlife,"safari,photography,nature",medium,winter,4.4,92,"Sundarbans National Park is a wildlife destination in west bengal known for safari,photography,nature. It is ideal for history and cultural lover"
west bengal,Burirdabri Forest camp,22.077495,89.0293676,adventure & outdoor activities,East,adventure,"trekking,rafting,paragliding",luxury,summer,3.4,97,"Burirdabri Forest camp is a adventure destination in west bengal known for trekking,rafting,paragliding. It is ideal for adventure lover"
