state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score,city
uttar pradesh,Hanuman Garhi,26.7952876,82.2016429,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,66.0,"Hanuman Garhi is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22,Ayodhya
uttar pradesh,Ram Janmabhoomi,26.795688,82.194431,"religious & spiritual pilgrimages, cultural & heritage sites",Unknown,religious,"temple,spiritual,peace",low,all,4.8,58.0,"Ram Janmabhoomi is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.12,Ayodhya
uttar pradesh,Govind Devji Temple,26.9288341,75.8240701,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.9,97.0,"Govind Devji Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.92,Jaipur
uttar pradesh,Nidhivan,27.5842125,77.6979595,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.7,50.0,"Nidhivan is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.94,Vrindavan
uttar pradesh,Prem Mandir ,27.5718524,77.6720096,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.6,55.0,"Prem Mandir  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.02,Chhatikara
uttar pradesh,ISKCON temple.,27.5621036,77.6324313,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.3,68.0,"ISKCON temple. is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22,Chhatikara
uttar pradesh,Banke Bihari Temple,27.580148,77.7010816,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,64.0,"Banke Bihari Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.24,Vrindavan
uttar pradesh,Triveni Sangam,25.4232879,81.8896873,"natural landscapes & wildlife, religious & spiritual pilgrimages",Unknown,wildlife,"safari,photography,nature",low,winter,4.5,89.0,"Triveni Sangam is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.68,Agra
uttar pradesh,Khusro Bagh,25.4422713,81.8210388,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.6,97.0,"Khusro Bagh is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.86,Agra
uttar pradesh,Anand Bhawan,25.4605342,81.8598312,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,89.0,"Anand Bhawan is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7,Agra
uttar pradesh,Allahabad museum,25.4568486,81.8489522,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.4,96.0,"Allahabad museum is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8,Agra
uttar pradesh,Allahabad Fort ,25.4295339,81.8768401,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,93.0,"Allahabad Fort  is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8000000000000003,Agra
uttar pradesh,Allahabad Pillar,25.431335,81.8750618,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,63.0,"Allahabad Pillar is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.2,Agra
uttar pradesh,New Yamuna Bridge,27.1152336,78.3686219,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,3.6,80.0,"New Yamuna Bridge is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003,Agra
uttar pradesh,All Saints Cathedral,25.27432,81.493504,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,68.0,"All Saints Cathedral is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.16,Kaushambi
uttar pradesh, Katra Shopping area,25.46962455,81.85626501,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.6,82.0," Katra Shopping area is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.56,Agra
uttar pradesh,Chowk market,25.4365576,81.8342194,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,72.0,"Chowk market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.28,Agra
uttar pradesh,Civil Lines shopping area,25.4529334,81.8348882,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,79.0,"Civil Lines shopping area is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.42,Agra
uttar pradesh,Ganga Ghat and baandh wale Hanuman ji,25.4290451,81.8850269,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.3,83.0,"Ganga Ghat and baandh wale Hanuman ji is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.52,Agra
uttar pradesh,Brahmaputra Market ,28.5698995,77.3328421,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,69.0,"Brahmaputra Market  is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003,Noida
uttar pradesh,Grand Venice Mall,28.4525346,77.5263114,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,60.0,"Grand Venice Mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.16,Ater
uttar pradesh,Stupa 18 Art Gallery,28.5403868,77.3678857,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,63.0,"Stupa 18 Art Gallery is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.18,Noida
uttar pradesh,Botanical Gardens of Noida,28.5355161,77.3910265,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",medium,winter,4.2,72.0,"Botanical Gardens of Noida is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.28,Noida
uttar pradesh,DLF Mall of India,28.5673409,77.3211303,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,55.0,"DLF Mall of India is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.06,Noida
uttar pradesh,Rashtriya Dalit Prerna Sthal and Green Garden,28.5678724,77.3113144,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,74.0,"Rashtriya Dalit Prerna Sthal and Green Garden is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3200000000000003,Noida
uttar pradesh,Snow World ,28.5670716,77.321134,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,90.0,"Snow World  is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.68,Noida
uttar pradesh,KidZania,28.5647843,77.3220308,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.6,65.0,"KidZania is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.22,Noida
uttar pradesh,ISKON temple,28.5891805,77.3532039,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,96.0,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.82,Noida
uttar pradesh,Okhla Bird Sanctuary,28.5593695,77.309886,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.3,55.0,"Okhla Bird Sanctuary is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.96,Noida
uttar pradesh,Aligarh Fort,27.9305608,78.0630535,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.1,62.0,"Aligarh Fort is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.06,Jaigarh
uttar pradesh,Aligarh's clock tower,27.8955566,78.0739677,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,99.0,"Aligarh's clock tower is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8200000000000003,Jaigarh
uttar pradesh,Chacha Nehru Gyan Pushp museum,27.9112617,78.0673061,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,3.6,88.0,"Chacha Nehru Gyan Pushp museum is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.48,Jaigarh
uttar pradesh,Rajmangal Publishers ,27.9088506,78.1070889,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,84.0,"Rajmangal Publishers  is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.6,Jaigarh
uttar pradesh,Maulana Azad Library,27.9119918,78.0751391,"cultural & heritage sites, arts, science & literature attractions",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,92.0,"Maulana Azad Library is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.78,Jaigarh
uttar pradesh,Jama Masjid ,27.9074375,78.0721875,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,3.8,98.0,"Jama Masjid  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.72,Jaigarh
uttar pradesh,Khereshwar Temple,27.8974327,78.0880665,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,69.0,"Khereshwar Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003,Jaigarh
uttar pradesh,Naqvi Park ,27.9025224,78.0735455,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.5,69.0,"Naqvi Park  is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.28,Jaigarh
uttar pradesh,Sky High sky-diving drop zone,27.8973944,78.0880129,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",low,summer,4.4,57.0,"Sky High sky-diving drop zone is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.02,Jaigarh
uttar pradesh,Augarnath Temple,28.9968175,77.6911618,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,59.0,"Augarnath Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.14,Meerut
uttar pradesh,Hastinapur,29.1568812,77.9938497,"sightseeing & exploration, cultural & heritage sites",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.5,73.0,"Hastinapur is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.36,Hastinapur
uttar pradesh,Digambar Jain Temple,29.1520696,77.7790471,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,67.0,"Digambar Jain Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22,Meerut
uttar pradesh,Gandhi Bagh,29.0073395,77.7027737,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.3,78.0,"Gandhi Bagh is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.42,Meerut
uttar pradesh,Mustafa Castle,28.9966751,77.6958551,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.7,95.0,"Mustafa Castle is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8400000000000003,Meerut
uttar pradesh,Saint John's Church,29.0127484,77.7085277,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,91.0,"Saint John's Church is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.76,Meerut
uttar pradesh,Abu Lane market,28.9963119,77.7020502,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,63.0,"Abu Lane market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.14,Meerut
uttar pradesh,Sadar market,28.9940471,77.7008509,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.6,56.0,"Sadar market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.8400000000000003,Meerut
uttar pradesh,The Shopprix mall,28.9484829,77.6753675,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.8,80.0,"The Shopprix mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003,Nangla Sher Khan
uttar pradesh,Shapir ki Dargah,28.9844618,77.7064137,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,71.0,"Shapir ki Dargah is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22,Meerut
uttar pradesh,Suraj Kund Temple,28.9770744,77.7148038,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,91.0,"Suraj Kund Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.78,Meerut
uttar pradesh,Allen Forest Zoo,26.5028694,80.3031232,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.7,67.0,"Allen Forest Zoo is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.28,Kanpur
uttar pradesh,Ram Janki Mandir,26.449923,80.3318736,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,50.0,"Ram Janki Mandir is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",1.94,Kanpur
uttar pradesh,Sisamau Bazaar,26.4686173,80.3247923,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,96.0,"Sisamau Bazaar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.86,Kanpur
uttar pradesh,Kanpur Sangrahalaya museum,26.4715334,80.3610849,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,89.0,"Kanpur Sangrahalaya museum is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7,Kanpur
uttar pradesh,Becon Ganj,26.4679038,80.3411542,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,93.0,"Becon Ganj is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.74,Kanpur
uttar pradesh,ISKON temple,26.5392422,80.2618033,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,75.0,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.38,Kanpur
uttar pradesh,Jain Glass Temple,26.4672925,80.352937,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,79.0,"Jain Glass Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54,Kanpur
uttar pradesh,Valmiki Ashram temple,26.5969791,80.2709045,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.6,91.0,"Valmiki Ashram temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.74,Kanpur
uttar pradesh,PPN market,26.4748119,80.3434167,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,63.0,"PPN market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.22,Kanpur
uttar pradesh,Moti Mall,26.4812268,80.2999996,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,86.0,"Moti Mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.58,Kanpur
uttar pradesh,sweets at Civil Lines,26.4750346,80.3532749,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,85.0,"sweets at Civil Lines is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.54,Kanpur
uttar pradesh,Z-Square mall,26.4732721,80.352673,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,83.0,"Z-Square mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.54,Kanpur
jammu and kashmir,Dal Lake,34.1105857,74.8682569,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.6,59.0,"Dal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.1,Srinagar
jammu and kashmir,Shankaracharya Temple,34.0789218,74.8437241,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.8,57.0,"Shankaracharya Temple is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.1,Srinagar
jammu and kashmir,Shopping at Lal Chowk,34.0713272,74.8106242,shopping & markets,North,city,"exploration,local experience",low,All,4.4,90.0,"Shopping at Lal Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists",4.68,Srinagar
jammu and kashmir,Shopping at Badshah Chowk,34.0725231,74.8090733,shopping & markets,North,city,"exploration,local experience",low,All,4.4,52.0,"Shopping at Badshah Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists",3.92,Srinagar
jammu and kashmir,Indira Gandhi Memorial Tulip Garden,34.0960382,74.8784422,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,95.0,"Indira Gandhi Memorial Tulip Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.84,Srinagar
jammu and kashmir,Manasabal Lake,34.2471776,74.6707823,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,53.0,"Manasabal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.0,Nasbal
jammu and kashmir,Hazratbal Mosque,34.1289329,74.8424909,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,79.0,"Hazratbal Mosque is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.46,Srinagar
jammu and kashmir,"Rafting , Gondola ride at Sonmarg",34.3031616,75.293111,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.8,65.0,"Rafting , Gondola ride at Sonmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.260000000000002,Sonamarg
jammu and kashmir,Skiing in Gulmarg,34.0483704,74.3804791,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",high,summer,4.5,74.0,"Skiing in Gulmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",14.38,Gulmarg
jammu and kashmir,Chashme Shahi Garden,34.0860292,74.8877689,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66.0,"Chashme Shahi Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.12,Srinagar
jammu and kashmir,Shalimar Bagh,34.1495248,74.8729246,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,90.0,"Shalimar Bagh is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.6,Tailbal(Habak Shanpora)
jammu and kashmir,Dachigam National Park,34.1371836,75.03775,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",high,winter,3.8,52.0,"Dachigam National Park is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",5.8,Srinagar
jammu and kashmir,Betaab Valley ,34.0540604,75.3638888,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,53.0,"Betaab Valley  is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",3.82,Pahalgam
jammu and kashmir,Aru Valley  For daring expeditions ,34.0921618,75.2632189,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.7,91.0,"Aru Valley  For daring expeditions  is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.56,Aru
jammu and kashmir,Sinthan top,33.5811029,75.5102349,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,98.0,"Sinthan top is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.9,Anantnag
jammu and kashmir,Pari mahal,34.0811939,74.877152,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.8,64.0,"Pari mahal is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.24,Srinagar
jammu and kashmir,Doodh Pathri,33.8508928,74.5630486,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,97.0,"Doodh Pathri is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.84,Budgam
jammu and kashmir, Jamia Masjid Mosque ,53.3574109,-1.4819864,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,90.0," Jamia Masjid Mosque  is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.68,Sheffield
jammu and kashmir,Chandanwari,34.0144741,75.3186241,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.2,99.0,"Chandanwari is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.82,Pahalgam
jammu and kashmir,Vaishno Devi,33.0308295,74.9490416,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,63.0,"Vaishno Devi is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.2,Vaishno Devi
ladakh,Pangong Tso,33.7595131,78.6674404,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,72.0,"Pangong Tso is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.42,Mumbai
ladakh,Hemis National Park,33.7187211,77.3882224,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,99.0,"Hemis National Park is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.88,Mumbai
ladakh,Hunder  Try Bactrian Camel Safari,34.5752836,77.4988753,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,72.0,"Hunder  Try Bactrian Camel Safari is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.38,Ladakh
ladakh,Khardungla Pass  Visit Highest Cafeteria In The World,34.2787271,77.6046756,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,80.0,"Khardungla Pass  Visit Highest Cafeteria In The World is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.54,Leh District
ladakh,Zanskar Valley Tour,33.562562,76.987755,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,70.0,"Zanskar Valley Tour is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.2,Mumbai
ladakh,Spituk Gompa Trek,34.1260631,77.5258614,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.0,61.0,"Spituk Gompa Trek is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.02,Spituk
ladakh,Lamayuru  For Stargazing,34.1525864,77.5770535,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.0,82.0,"Lamayuru  For Stargazing is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.44,Leh District
ladakh,Chadar Trek ,34.1448306,77.5643291,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.5,74.0,"Chadar Trek  is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.18,Leh District
ladakh,Drang Drung Glacier ,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,61.0,"Drang Drung Glacier  is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.98,Leh District
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.7,62.0,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.18,Leh District
ladakh,Shanti Stupa,34.1736196,77.5749988,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,79.0,"Shanti Stupa is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.52,Leh District
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.6,79.0,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.5,Leh District
ladakh,Zorawar Fort,34.1581389,77.5698889,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",high,winter,4.6,83.0,"Zorawar Fort is a heritage destination in ladakh known for culture,forts,shopping,history. It is ideal for history and culture lovers",6.58,Leh District
ladakh,Changthang Wildlife Sanctuary,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,56.0,"Changthang Wildlife Sanctuary is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.92,Leh District
ladakh,Hall Of Fame,34.09,77.35,"arts, science & literature attractions",North,city,"exploration,local experience",low,All,4.8,63.0,"Hall Of Fame is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.22,Mumbai
ladakh,Stok Palace Museum,34.0730019,77.5486221,"arts, science & literature attractions",North,city,"exploration,local experience",medium,All,4.7,54.0,"Stok Palace Museum is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.02,Stok
ladakh,Nubra Valley,34.6863146,77.567288,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,50.0,"Nubra Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.8,Chamshen
ladakh,Tso Moriri lake,32.9112291,78.3159411,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66.0,"Tso Moriri lake is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.12,Mumbai
ladakh,Magnetic hill,46.134658,-64.888516,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.2,51.0,"Magnetic hill is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.86,Old City
ladakh,Chemrey Monastery,33.9590905,77.7890953,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.3,95.0,"Chemrey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.76,Chemre
ladakh,Namgyal Tsemo Monastery,34.1672727,77.590485,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,89.0,"Namgyal Tsemo Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.72,Leh District
ladakh,Thiksey Monastery,34.0559137,77.6677625,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,51.0,"Thiksey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",3.96,Thiksey
ladakh,Drass Valley,34.4100265,75.6602598,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,93.0,"Drass Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.84,Muradbagh
ladakh,Kargil War Memorial,34.4340036,75.8076814,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",low,winter,4.8,91.0,"Kargil War Memorial is a heritage destination in ladakh known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.78,Bhimbat
