state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
uttarakhand,Vishwanath temple,30.7288877,78.4413948,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,80.0,"Vishwanath temple is a religious destination in uttarakhand known for temple,spiritual,peace. It is ideal for spiritual seekers",4.54
uttarakhand,Gaumukh glacier,30.8712743,79.1015736,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.6,88.0,"Gaumukh glacier is a wildlife destination in uttarakhand known for safari,photography,nature. It is ideal for history and cultural lover",4.68
uttarakhand,Nachiketa lake,30.6447151,78.4708143,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.4,56.0,"Nachiketa lake is a wildlife destination in uttarakhand known for safari,photography,nature. It is ideal for history and cultural lover",4.0
uttarakhand,Nehru Institute of Mountaineering,30.7213645,78.4330598,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",medium,summer,4.7,58.0,"Nehru Institute of Mountaineering is a adventure destination in uttarakhand known for trekking,rafting,paragliding. It is ideal for adventure lover",12.1
uttarakhand,Dayara Bugyal  trekking and camping,30.7311363,78.4438565,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.8,93.0,"Dayara Bugyal  trekking and camping is a adventure destination in uttarakhand known for trekking,rafting,paragliding. It is ideal for adventure lover",12.82
uttarakhand,Shakti temple,30.7289819,78.4416864,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,5.0,58.0,"Shakti temple is a religious destination in uttarakhand known for temple,spiritual,peace. It is ideal for spiritual seekers",4.16
uttarakhand,Dodital lake,30.8980456,78.5249391,"natural landscapes & wildlife, adventure & outdoor activities",North,wildlife,"safari,photography,nature",low,winter,4.6,63.0,"Dodital lake is a wildlife destination in uttarakhand known for safari,photography,nature. It is ideal for history and cultural lover",4.18
uttarakhand,Maneri dam,30.739167,78.528611,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.8,84.0,"Maneri dam is a city destination in uttarakhand known for exploration,local experience. It is ideal for explorers and tourists",4.64
uttar pradesh,Taj Mahal,27.1751448,78.0421422,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.4,77.0,"Taj Mahal is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.42
uttar pradesh,Agra fort,27.1795328,78.021112,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.3,85.0,"Agra fort is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.56
uttar pradesh,Fatehpur Sikri,27.0945291,77.6679292,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.6,73.0,"Fatehpur Sikri is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.38
uttar pradesh,Jahangir Mahal,27.1777367,78.0231589,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.5,73.0,"Jahangir Mahal is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.36
uttar pradesh,Jama Masjid,28.6506792,77.2334421,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,74.0,"Jama Masjid is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.44
uttar pradesh,Humayun's Mosque,27.1824852,78.0393755,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,62.0,"Humayun's Mosque is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.2
uttar pradesh,Kinari bazar,28.6549795,77.2308333,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,54.0,"Kinari bazar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.9600000000000002
uttar pradesh,Sadar bazaar,28.6585105,77.2127305,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,83.0,"Sadar bazaar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.6
uttar pradesh,Shah market,27.2044073,78.0053732,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.6,53.0,"Shah market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.98
uttar pradesh,TDI mall,28.6508395,77.1206205,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,81.0,"TDI mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.52
uttar pradesh,Subhash bazzar,28.9764772,77.7063965,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,93.0,"Subhash bazzar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8200000000000003
uttar pradesh,Sheesh Mahal,31.5899396,74.3131807,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.0,78.0,"Sheesh Mahal is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3600000000000003
uttar pradesh,Kashi Vishwanath Temple,25.3108532,83.0106783,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,86.0,"Kashi Vishwanath Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.66
uttar pradesh,Ramnagar Fort,25.2695094,83.0250876,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.1,81.0,"Ramnagar Fort is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.44
uttar pradesh,Dashashwamedh Ghat ,25.3061863,83.0102857,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,77.0,"Dashashwamedh Ghat  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.42
uttar pradesh,Sunset Boat Ride on the Ganges,27.40364009,83.00912405,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.2,98.0,"Sunset Boat Ride on the Ganges is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8
uttar pradesh,Sarnath pilgrim spot,25.3715564,83.0252136,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,90.0,"Sarnath pilgrim spot is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.6
uttar pradesh,Puran Das Road,25.3176452,82.9739144,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.6,78.0,"Puran Das Road is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.48
uttar pradesh,Gol Ganj,25.3176452,82.9739144,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.3,97.0,"Gol Ganj is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8
uttar pradesh,Mandir Gali,25.3141329,83.0119239,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.4,62.0,"Mandir Gali is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.12
uttar pradesh,Assi Ghat,25.2886478,83.0067619,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.3,85.0,"Assi Ghat is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.56
uttar pradesh,Godowlia market,25.3100747,83.0096485,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,82.0,"Godowlia market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.54
uttar pradesh,The Banarasi Silk Emporium,25.315424,82.9975498,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,99.0,"The Banarasi Silk Emporium is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.92
uttar pradesh,Bara Imambara,26.8685168,80.9127127,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.4,72.0,"Bara Imambara is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3200000000000003
uttar pradesh,Chhota Imambara,26.8742913,80.9046688,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.8,69.0,"Chhota Imambara is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.34
uttar pradesh,Hazratganj market,26.8541536,80.9447827,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.9,55.0,"Hazratganj market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.08
uttar pradesh,British Residency,26.8606372,80.9267863,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.5,99.0,"British Residency is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.88
uttar pradesh,Marine Drive,18.9432111,72.8229983,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.3,50.0,"Marine Drive is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.8599999999999999
uttar pradesh,Chowk market,26.8658585,80.9112496,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,75.0,"Chowk market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.36
uttar pradesh,Phoenix United mall,26.798631,80.8969707,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,63.0,"Phoenix United mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.12
uttar pradesh,Kusum Sarovar,27.511932,77.4786939,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.4,66.0,"Kusum Sarovar is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.2
uttar pradesh,Govardhan hills trekking,27.473,77.444,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",low,summer,4.7,69.0,"Govardhan hills trekking is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.32
uttar pradesh," Dwarkadhish Temple,",22.2371082,68.9676255,"religious & spiritual pilgrimages, cultural & heritage sites",Unknown,religious,"temple,spiritual,peace",low,all,4.8,89.0," Dwarkadhish Temple, is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.74
uttar pradesh,Vishram ghat,27.5025614,77.6890687,"religious & spiritual pilgrimages, natural landscapes & wildlife",Unknown,religious,"temple,spiritual,peace",low,all,4.3,81.0,"Vishram ghat is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.48
uttar pradesh,Tilak Dwar market,27.4990503,77.6847491,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,91.0,"Tilak Dwar market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.72
uttar pradesh,Krishna Nagar market,28.6509821,77.286333,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,53.0,"Krishna Nagar market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.92
uttar pradesh,Krishna Janmabhoomi temple,27.5048884,77.66978,"religious & spiritual pilgrimages, cultural & heritage sites",Unknown,religious,"temple,spiritual,peace",low,all,4.7,95.0,"Krishna Janmabhoomi temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.8400000000000003
uttar pradesh,Sita ki rasoi,26.7921605,82.1997954,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",high,all,4.0,63.0,"Sita ki rasoi is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.06
uttar pradesh,Treta-ke-Thakur,26.7921605,82.1997954,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",medium,all,4.6,70.0,"Treta-ke-Thakur is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003
uttar pradesh,Gulab bari,26.7798857,82.1575316,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.3,73.0,"Gulab bari is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.32
uttar pradesh, Kanak Bhawan ,26.7980174,82.1992155,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,63.0," Kanak Bhawan  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.16
uttar pradesh, Nageshwarnath Temple,26.808995,82.2056474,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,58.0," Nageshwarnath Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.1
uttar pradesh,Hanuman Garhi,26.7952876,82.2016429,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,66.0,"Hanuman Garhi is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22
uttar pradesh,Ram Janmabhoomi,26.795688,82.194431,"religious & spiritual pilgrimages, cultural & heritage sites",Unknown,religious,"temple,spiritual,peace",low,all,4.8,58.0,"Ram Janmabhoomi is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.12
uttar pradesh,Govind Devji Temple,26.9288341,75.8240701,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.9,97.0,"Govind Devji Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.92
uttar pradesh,Nidhivan,27.5842125,77.6979595,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.7,50.0,"Nidhivan is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.94
uttar pradesh,Prem Mandir ,27.5718524,77.6720096,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.6,55.0,"Prem Mandir  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.02
uttar pradesh,ISKCON temple.,27.5621036,77.6324313,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.3,68.0,"ISKCON temple. is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22
uttar pradesh,Banke Bihari Temple,27.580148,77.7010816,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,64.0,"Banke Bihari Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.24
uttar pradesh,Triveni Sangam,25.4232879,81.8896873,"natural landscapes & wildlife, religious & spiritual pilgrimages",Unknown,wildlife,"safari,photography,nature",low,winter,4.5,89.0,"Triveni Sangam is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.68
uttar pradesh,Khusro Bagh,25.4422713,81.8210388,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.6,97.0,"Khusro Bagh is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.86
uttar pradesh,Anand Bhawan,25.4605342,81.8598312,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,89.0,"Anand Bhawan is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7
uttar pradesh,Allahabad museum,25.4568486,81.8489522,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.4,96.0,"Allahabad museum is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8
uttar pradesh,Allahabad Fort ,25.4295339,81.8768401,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,93.0,"Allahabad Fort  is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8000000000000003
uttar pradesh,Allahabad Pillar,25.431335,81.8750618,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,63.0,"Allahabad Pillar is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.2
uttar pradesh,New Yamuna Bridge,27.1152336,78.3686219,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,3.6,80.0,"New Yamuna Bridge is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003
uttar pradesh,All Saints Cathedral,25.27432,81.493504,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,68.0,"All Saints Cathedral is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.16
uttar pradesh, Katra Shopping area,25.46962455,81.85626501,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.6,82.0," Katra Shopping area is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.56
uttar pradesh,Chowk market,25.4365576,81.8342194,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,72.0,"Chowk market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.2800000000000002
uttar pradesh,Civil Lines shopping area,25.4529334,81.8348882,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,79.0,"Civil Lines shopping area is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.42
uttar pradesh,Ganga Ghat and baandh wale Hanuman ji,25.4290451,81.8850269,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.3,83.0,"Ganga Ghat and baandh wale Hanuman ji is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.52
uttar pradesh,Brahmaputra Market ,28.5698995,77.3328421,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,69.0,"Brahmaputra Market  is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003
uttar pradesh,Grand Venice Mall,28.4525346,77.5263114,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,60.0,"Grand Venice Mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.16
uttar pradesh,Stupa 18 Art Gallery,28.5403868,77.3678857,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,63.0,"Stupa 18 Art Gallery is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.1799999999999997
uttar pradesh,Botanical Gardens of Noida,28.5355161,77.3910265,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",medium,winter,4.2,72.0,"Botanical Gardens of Noida is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.2800000000000002
uttar pradesh,DLF Mall of India,28.5673409,77.3211303,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,55.0,"DLF Mall of India is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.06
uttar pradesh,Rashtriya Dalit Prerna Sthal and Green Garden,28.5678724,77.3113144,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,74.0,"Rashtriya Dalit Prerna Sthal and Green Garden is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3200000000000003
uttar pradesh,Snow World ,28.5670716,77.321134,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,90.0,"Snow World  is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.680000000000001
uttar pradesh,KidZania,28.5647843,77.3220308,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",luxury,summer,4.6,65.0,"KidZania is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.22
uttar pradesh,ISKON temple,28.5891805,77.3532039,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.5,96.0,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.82
uttar pradesh,Okhla Bird Sanctuary,28.5593695,77.309886,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.3,55.0,"Okhla Bird Sanctuary is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.96
uttar pradesh,Aligarh Fort,27.9305608,78.0630535,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.1,62.0,"Aligarh Fort is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.06
uttar pradesh,Aligarh's clock tower,27.8955566,78.0739677,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.2,99.0,"Aligarh's clock tower is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8200000000000003
uttar pradesh,Chacha Nehru Gyan Pushp museum,27.9112617,78.0673061,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,3.6,88.0,"Chacha Nehru Gyan Pushp museum is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.48
uttar pradesh,Rajmangal Publishers ,27.9088506,78.1070889,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,84.0,"Rajmangal Publishers  is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.5999999999999996
uttar pradesh,Maulana Azad Library,27.9119918,78.0751391,"cultural & heritage sites, arts, science & literature attractions",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,92.0,"Maulana Azad Library is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.7800000000000002
uttar pradesh,Jama Masjid ,27.9074375,78.0721875,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,3.8,98.0,"Jama Masjid  is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.7199999999999998
uttar pradesh,Khereshwar Temple,27.8974327,78.0880665,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,69.0,"Khereshwar Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003
uttar pradesh,Naqvi Park ,27.9025224,78.0735455,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.5,69.0,"Naqvi Park  is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.2800000000000002
uttar pradesh,Sky High sky-diving drop zone,27.8973944,78.0880129,adventure & outdoor activities,Unknown,adventure,"trekking,rafting,paragliding",low,summer,4.4,57.0,"Sky High sky-diving drop zone is a adventure destination in uttar pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.020000000000001
uttar pradesh,Augarnath Temple,28.9968175,77.6911618,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,59.0,"Augarnath Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.1399999999999997
uttar pradesh,Hastinapur,29.1568812,77.9938497,"sightseeing & exploration, cultural & heritage sites",Unknown,heritage,"culture,forts,shopping,history",low,winter,4.5,73.0,"Hastinapur is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.36
uttar pradesh,Digambar Jain Temple,29.1520696,77.7790471,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,67.0,"Digambar Jain Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.22
uttar pradesh,Gandhi Bagh,29.0073395,77.7027737,sightseeing & exploration,Unknown,city,"exploration,local experience",low,All,4.3,78.0,"Gandhi Bagh is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.42
uttar pradesh,Mustafa Castle,28.9966751,77.6958551,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.7,95.0,"Mustafa Castle is a heritage destination in uttar pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8400000000000003
uttar pradesh,Saint John's Church,29.0127484,77.7085277,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,91.0,"Saint John's Church is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.7600000000000002
uttar pradesh,Abu Lane market,28.9963119,77.7020502,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,63.0,"Abu Lane market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.14
uttar pradesh,Sadar market,28.9940471,77.7008509,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.6,56.0,"Sadar market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",1.8400000000000003
uttar pradesh,The Shopprix mall,28.9484829,77.6753675,shopping & markets,Unknown,city,"exploration,local experience",low,All,3.8,80.0,"The Shopprix mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003
uttar pradesh,Shapir ki Dargah,28.9844618,77.7064137,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.0,71.0,"Shapir ki Dargah is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.2199999999999998
uttar pradesh,Suraj Kund Temple,28.9770744,77.7148038,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,91.0,"Suraj Kund Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.7800000000000002
uttar pradesh,Allen Forest Zoo,26.5028694,80.3031232,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.7,67.0,"Allen Forest Zoo is a wildlife destination in uttar pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.2800000000000002
uttar pradesh,Ram Janki Mandir,26.449923,80.3318736,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,50.0,"Ram Janki Mandir is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",1.94
uttar pradesh,Sisamau Bazaar,26.4686173,80.3247923,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.7,96.0,"Sisamau Bazaar is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.86
uttar pradesh,Kanpur Sangrahalaya museum,26.4715334,80.3610849,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.6,89.0,"Kanpur Sangrahalaya museum is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7
uttar pradesh,Becon Ganj,26.4679038,80.3411542,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,93.0,"Becon Ganj is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.74
uttar pradesh,ISKON temple,26.5392422,80.2618033,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.4,75.0,"ISKON temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.38
uttar pradesh,Jain Glass Temple,26.4672925,80.352937,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,79.0,"Jain Glass Temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54
uttar pradesh,Valmiki Ashram temple,26.5969791,80.2709045,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.6,91.0,"Valmiki Ashram temple is a religious destination in uttar pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.74
uttar pradesh,PPN market,26.4748119,80.3434167,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.8,63.0,"PPN market is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.2199999999999998
